0	2	2493
1	2	7842
2	0	3510
2	1	6306
3	0	2300
3	1	6306
4	0	69
4	1	6306
5	0	1315
5	1	6306
6	2	7300
7	0	7393
7	1	3522
8	0	4975
8	1	7111
9	0	1315
9	1	7111
10	2	6846
11	0	3903
11	1	7111
12	2	4308
13	2	832
14	0	4975
14	1	7556
15	0	1315
15	1	7556
16	2	1191
17	2	8106
18	0	8515
18	1	7556
19	0	4975
19	1	5168
20	0	2315
20	1	5168
21	2	2999
22	0	1315
22	1	5919
23	0	2291
23	1	6306
24	0	5948
24	1	6306
25	2	7556
26	0	1346
26	1	7556
27	0	3102
27	1	6144
28	2	6144
29	2	7058
30	2	4485
31	2	2775
32	2	576
33	0	7393
33	1	6306
34	2	6203
35	2	5668
36	2	5534
37	0	6245
37	1	8494
38	2	8494
39	0	8039
39	1	6306
40	0	7257
40	1	5168
41	0	5687
41	1	5168
42	0	1315
42	1	5168
43	0	3466
43	1	5168
44	2	805
45	0	3102
45	1	5168
46	0	4975
46	1	8198
47	0	1315
47	1	8198
48	0	1315
48	1	7702
49	0	6245
49	1	7702
50	2	5919
51	2	6987
52	2	671
53	2	506
54	0	4975
54	1	6144
55	2	7389
56	0	7257
56	1	5427
57	2	39
58	0	1939
58	1	20
59	0	404
59	1	20
60	2	5882
61	2	2129
62	0	1315
62	1	6404
63	2	5427
64	2	4193
65	2	2249
66	2	6449
67	2	7702
68	0	1315
68	1	6449
69	0	7191
69	1	5168
70	0	6245
70	1	5168
71	2	396
72	0	5475
72	1	5168
73	0	2931
73	1	5427
74	2	20
75	0	6245
75	1	20
76	0	5687
76	1	6306
77	2	6306
78	2	7499
79	0	1315
79	1	5427
80	2	2871
81	2	1749
82	0	1315
82	1	2194
83	0	401
83	1	1534
84	0	7393
84	1	1534
85	2	4139
86	0	3903
86	1	1534
87	2	4899
88	0	4975
88	1	4193
89	0	2049
89	1	4193
90	0	1315
90	1	4093
91	2	3368
92	2	1599
93	2	3156
94	2	7187
95	0	5052
95	1	6192
96	2	3545
97	2	5624
98	2	7066
99	0	2387
99	1	5427
100	0	3818
100	1	5168
101	0	6245
101	1	7842
102	0	8191
102	1	5168
103	0	5679
103	1	1735
104	0	196
104	1	2129
105	2	7990
106	2	8285
107	0	2931
107	1	7990
108	2	8028
109	2	4812
110	2	4106
111	2	7445
112	2	8560
113	2	3323
114	2	5862
115	2	187
116	2	8198
117	2	7162
118	2	8122
119	0	2049
119	1	2249
120	0	356
120	1	5168
121	2	390
122	2	5168
123	2	8067
124	0	6245
124	1	5266
125	0	2049
125	1	5168
126	2	6280
127	2	3121
128	0	2387
128	1	5168
129	2	2820
130	0	7668
130	1	6306
131	0	5318
131	1	6306
132	0	7393
132	1	6192
133	2	6192
134	0	5679
134	1	6192
135	0	4975
135	1	5427
136	0	374
136	1	5427
137	0	5687
137	1	5427
138	0	4975
138	1	6192
139	2	4925
140	2	4462
141	0	2308
141	1	5427
142	2	5808
143	0	6245
143	1	4313
144	0	7393
144	1	4313
145	2	6663
146	0	7325
146	1	8494
147	0	1508
147	1	8494
148	0	1972
148	1	2249
149	0	2315
149	1	7066
150	2	974
151	0	1315
151	1	974
152	0	5699
152	1	974
153	0	8515
153	1	974
154	0	7257
154	1	974
155	0	212
155	1	974
156	0	3202
156	1	5427
157	2	1819
158	2	7736
159	0	4975
159	1	7702
160	0	5625
160	1	7702
161	0	5679
161	1	5168
162	0	552
162	1	5168
163	0	1315
163	1	4193
164	2	5896
165	0	1315
165	1	8184
166	2	4480
167	0	1315
167	1	4646
168	2	237
169	0	1315
169	1	3488
170	0	1972
170	1	5168
171	0	5679
171	1	4284
172	0	7393
172	1	4284
173	0	537
173	1	4284
174	0	4598
174	1	3121
175	2	2814
176	0	2049
176	1	20
177	2	6151
178	2	5654
179	2	4902
180	0	3510
180	1	5858
181	0	8454
181	1	5858
182	2	6981
183	0	1315
183	1	261
184	0	3163
184	1	261
185	0	2209
185	1	261
186	0	2315
186	1	261
187	0	1315
187	1	3121
188	0	4783
188	1	3121
189	0	4064
189	1	5168
190	0	7393
190	1	6449
191	2	4284
192	0	3818
192	1	2220
193	0	3903
193	1	2220
194	2	7224
195	0	2902
195	1	8157
196	0	1315
196	1	8157
197	0	2931
197	1	7066
198	0	1315
198	1	7066
199	0	6245
199	1	4284
200	2	6636
201	0	1315
201	1	4284
202	0	6973
202	1	8000
203	0	7393
203	1	8000
204	0	4975
204	1	8000
205	0	4825
205	1	8000
206	0	552
206	1	6272
207	0	1315
207	1	6272
208	0	3818
208	1	6272
209	2	7627
210	0	3202
210	1	6144
211	0	196
211	1	599
212	0	356
212	1	599
213	2	8151
214	0	4070
214	1	5168
215	2	791
216	0	6245
216	1	5427
217	2	5036
218	2	4186
219	2	1064
220	2	1534
221	2	2982
222	2	4788
223	0	6245
223	1	7066
224	2	6519
225	0	1315
225	1	5808
226	0	6245
226	1	974
227	0	3572
227	1	1142
228	2	5598
229	2	4627
230	2	8117
231	0	3903
231	1	5919
232	2	455
233	0	2883
233	1	7556
234	0	6245
234	1	7556
235	0	6245
235	1	6306
236	2	5292
237	0	1315
237	1	5088
238	2	8576
239	0	6245
239	1	2580
240	2	4313
241	0	2625
241	1	4313
242	0	6698
242	1	4313
243	2	7786
244	0	1315
244	1	7403
245	0	1315
245	1	1142
246	0	6245
246	1	1142
247	2	7005
248	0	1315
248	1	3339
249	2	4804
250	2	8315
251	2	4405
252	2	8463
253	0	8515
253	1	6630
254	2	3907
255	2	3706
256	2	2622
257	0	212
257	1	6144
258	0	1315
258	1	6144
259	0	8515
259	1	2580
260	2	2580
261	2	3992
262	2	7604
263	0	1315
263	1	6663
264	0	2049
264	1	790
265	2	790
266	2	5846
267	0	2883
267	1	5088
268	0	374
268	1	5088
269	2	8087
270	2	678
271	0	8515
271	1	6669
272	0	6245
272	1	6669
273	0	3028
273	1	1024
274	0	6245
274	1	1024
275	2	4136
276	2	8434
277	0	550
277	1	2249
278	2	2171
279	2	6526
280	0	8092
280	1	5168
281	2	49
282	2	2250
283	2	2182
284	2	3141
285	2	3138
286	0	2931
286	1	2249
287	2	6067
288	2	3495
289	0	1315
289	1	5570
290	0	4975
290	1	4627
291	0	4854
291	1	4627
292	0	4975
292	1	6449
293	0	1315
293	1	1718
294	0	8515
294	1	5427
295	2	4696
296	0	1315
296	1	8000
297	2	3778
298	2	6774
299	0	7393
299	1	6144
300	0	2931
300	1	6144
301	0	3163
301	1	7556
302	2	7849
303	0	552
303	1	6981
304	2	2415
305	2	453
306	2	3416
307	2	6063
308	0	1346
308	1	4193
309	0	2209
309	1	7066
310	2	2108
311	0	6766
311	1	5168
312	2	3017
313	0	1315
313	1	6669
314	0	7325
314	1	474
315	2	7352
316	0	6245
316	1	474
317	0	2625
317	1	5168
318	0	2387
318	1	6144
319	2	1862
320	2	6896
321	2	4994
322	2	4646
323	2	8233
324	0	6245
324	1	2249
325	0	272
325	1	7556
326	2	385
327	2	560
328	0	417
328	1	7111
329	0	2049
329	1	7111
330	0	4783
330	1	6272
331	0	4975
331	1	6272
332	2	623
333	0	7393
333	1	4511
334	0	1315
334	1	4313
335	0	5687
335	1	974
336	0	1315
336	1	6981
337	0	41
337	1	6981
338	0	1972
338	1	5427
339	2	474
340	0	8380
340	1	474
341	0	272
341	1	474
342	2	7640
343	0	1315
343	1	4511
344	0	2931
344	1	8494
345	0	2931
345	1	6449
346	2	2174
347	2	6231
348	0	7393
348	1	474
349	0	1315
349	1	6192
350	0	6245
350	1	6192
351	0	7891
351	1	790
352	2	7373
353	0	4975
353	1	790
354	0	2291
354	1	790
355	0	7325
355	1	4511
356	0	1315
356	1	673
357	0	4700
357	1	673
358	0	4975
358	1	673
359	0	5387
359	1	673
360	0	8515
360	1	673
361	0	6766
361	1	673
362	0	3504
362	1	673
363	2	7090
364	0	5625
364	1	790
365	2	7129
366	2	4150
367	2	2194
368	0	8515
368	1	4925
369	2	7143
370	0	2209
370	1	8152
371	0	8515
371	1	7066
372	0	7257
372	1	5088
373	0	8515
373	1	6449
374	0	1315
374	1	1064
375	0	4975
375	1	1064
376	0	6129
376	1	5168
377	0	4446
377	1	5168
378	2	6017
379	0	1315
379	1	7412
380	2	1180
381	0	6429
381	1	5168
382	0	2209
382	1	5168
383	2	6983
384	0	4543
384	1	5168
385	2	4188
386	0	7325
386	1	4193
387	0	7325
387	1	5168
388	0	7257
388	1	2580
389	2	3921
390	0	7668
390	1	5168
391	0	1346
391	1	5168
392	0	6604
392	1	5168
393	0	4854
393	1	5168
394	0	4156
394	1	5168
395	0	5052
395	1	5168
396	0	4958
396	1	5168
397	2	1897
398	0	2902
398	1	7111
399	2	8426
400	0	1736
400	1	5168
401	0	537
401	1	5168
402	2	6901
403	2	6943
404	2	2558
405	2	8455
406	0	8380
406	1	5168
407	0	4700
407	1	5168
408	0	1315
408	1	8560
409	0	2661
409	1	5168
410	0	4700
410	1	6449
411	2	1447
412	2	6255
413	2	1419
414	0	7393
414	1	5168
415	2	7749
416	0	2664
416	1	5168
417	0	7772
417	1	5168
418	0	2300
418	1	1691
419	0	792
419	1	1691
420	2	3439
421	0	6132
421	1	8134
422	2	6796
423	2	7322
424	2	3404
425	2	3729
426	2	874
427	2	5249
428	2	6568
429	2	2960
430	0	8515
430	1	8198
431	0	1315
431	1	790
432	2	4451
433	0	6245
433	1	8198
434	2	503
435	2	2741
436	0	7393
436	1	5427
437	0	6245
437	1	5919
438	0	196
438	1	5919
439	0	552
439	1	3121
440	0	5699
440	1	3121
441	0	6698
441	1	261
442	2	7487
443	0	7211
443	1	5168
444	2	3280
445	0	2902
445	1	5168
446	0	7031
446	1	5168
447	0	8201
447	1	7702
448	0	7393
448	1	8152
449	0	1315
449	1	8152
450	0	1972
450	1	8152
451	2	8152
452	0	3189
452	1	5168
453	0	3819
453	1	5168
454	0	374
454	1	5168
455	0	3163
455	1	5168
456	2	7932
457	0	4070
457	1	790
458	2	2735
459	0	1315
459	1	2735
460	2	3522
461	0	196
461	1	2735
462	0	4975
462	1	3522
463	0	4975
463	1	2735
464	0	1346
464	1	2735
465	0	2049
465	1	2735
466	0	8515
466	1	2735
467	0	4598
467	1	2735
468	0	3163
468	1	2735
469	2	5710
470	2	6741
471	0	6245
471	1	2735
472	0	2049
472	1	5427
473	2	3124
474	0	8515
474	1	7702
475	0	3163
475	1	7702
476	2	6070
477	0	196
477	1	5168
478	0	5712
478	1	5168
479	0	2933
479	1	5168
480	2	2181
481	2	7880
482	2	7528
483	0	537
483	1	3554
484	2	6039
485	0	272
485	1	5168
486	2	7641
487	2	3625
488	0	4598
488	1	3266
489	0	1315
489	1	5317
490	0	6646
490	1	5427
491	0	6245
491	1	1064
492	2	7496
493	2	2241
494	0	2625
494	1	261
495	2	8069
496	2	7620
497	0	8380
497	1	673
498	2	2984
499	0	8092
499	1	2249
500	0	7257
500	1	2249
501	0	3163
501	1	2249
502	0	4867
502	1	2249
503	0	8380
503	1	2249
504	2	8386
505	2	4978
506	0	6420
506	1	7066
507	2	5741
508	2	7485
509	0	1315
509	1	7485
510	2	3298
511	2	8230
512	2	7280
513	2	4414
514	0	4975
514	1	6306
515	0	4975
515	1	6987
516	0	1346
516	1	6987
517	0	3510
517	1	6987
518	0	2049
518	1	6987
519	2	2663
520	0	6245
520	1	6987
521	0	2300
521	1	7702
522	0	3903
522	1	6987
523	0	3504
523	1	7111
524	2	7111
525	0	552
525	1	7111
526	0	1346
526	1	7111
527	0	2315
527	1	6987
528	2	2901
529	0	1315
529	1	6987
530	2	8472
531	0	2456
531	1	123
532	2	2101
533	0	196
533	1	123
534	2	123
535	2	2453
536	2	8345
537	0	1315
537	1	2580
538	0	3102
538	1	3266
539	0	4975
539	1	3266
540	2	4352
541	2	1773
542	0	7325
542	1	6306
543	0	4049
543	1	6306
544	0	3163
544	1	790
545	0	8515
545	1	790
546	2	8157
547	2	6528
548	0	7393
548	1	3121
549	0	967
549	1	8117
550	0	967
550	1	3121
551	0	2209
551	1	3121
552	0	2315
552	1	3121
553	0	5116
553	1	7556
554	0	5625
554	1	7556
555	0	4598
555	1	7702
556	2	6074
557	0	356
557	1	8152
558	0	5679
558	1	7066
559	2	6805
560	0	2300
560	1	1054
561	0	8201
561	1	6306
562	0	1346
562	1	7604
563	0	4975
563	1	7604
564	0	1315
564	1	7604
565	0	3510
565	1	5168
566	0	1971
566	1	8494
567	2	5368
568	0	6245
568	1	3121
569	0	272
569	1	4627
570	0	7325
570	1	4627
571	0	552
571	1	8117
572	2	5011
573	2	420
574	0	2291
574	1	5168
575	0	2049
575	1	7556
576	0	967
576	1	6306
577	2	8197
578	0	550
578	1	3121
579	0	4975
579	1	3121
580	0	6393
580	1	746
581	2	746
582	0	2291
582	1	2947
583	2	7342
584	0	5679
584	1	7991
585	2	771
586	2	7254
587	2	4357
588	0	821
588	1	5168
589	0	4975
589	1	8560
590	2	6601
591	2	134
592	2	7713
593	2	3247
